"Nombre de módulo","Autor","Sitio web","Última versión"
"Mail Preview","Camptocamp SA,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Email Gateway Multi company","Odoo Community Association (OCA), Comunitea","https://github.com/OCA/multi-company","13.0.0.1.0"
"Mail Notification Custom Subject","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail optional autofollow","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail optional follower notification","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.1.0"
"Mail Outbound Static","brain-tec AG, LasLabs, Adhoc SA, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.2.0.0"
"Mail Partner Opt Out","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Preview audio files","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Preview","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.1"
"Restrict follower selection","Therp BV,Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.1.0"
"Mail Server Relay Disallowed","ForgeFlow, Project Expert Team, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Mail template multi attachment","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Template Multi Company","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.1.0.0"
"Email tracking","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.10"
"Mail tracking for Mailgun","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.2.0.1"
"Mail tracking for mass mailing","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Maintenance Equipment Categories always_fold is indicate it","Odoo Community Association (OCA), Solvos","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Equipment Category Kanban","Solvos,Odoo Community Association (OCA)","https://www.github.com/OCA/maintenance","13.0.1.1.0"
"Maintenance Equipment Contract","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.1"
"Maintenance Equipment Custom Info","Odoo Community Association (OCA), Solvos","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Equipments Hierarchy","ForgeFlow, Odoo Community Association (OCA)","http://github.com/OCA/maintenance","13.0.1.0.2"
"Maintenance Equipments Scrap","Onestein, Odoo Community Association (OCA)","http://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Equipment Sequence","ForgeFlow S.L.,Odoo Community Association (OCA)","https://www.github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Equipment Status","ForgeFlow, Odoo Community Association (OCA)","http://github.com/OCA/maintenance","13.0.1.0.1"
"Maintenance Equipment Tags","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Plan","Camptocamp SA, ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.3.0"
"Maintenance Plan Activity","ForgeFlow, Odoo Community Association (OCA)","https://www.github.com/OCA/maintenance","13.0.1.0.1"
"Maintenance Projects","Odoo Community Association (OCA), Solvos","https://github.com/OCA/maintenance","13.0.1.1.0"
"Maintenance Project Plans","Odoo Community Association (OCA), Solvos","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Remote","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Request Sequence","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Request Stage transition","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Team Hierarchy","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/maintenance","13.0.1.0.0"
"Maintenance Timesheets","Odoo Community Association (OCA), Solvos","https://github.com/OCA/maintenance","13.0.1.1.0"
"Tracking Fields in Partners","Tecnativa, Odoo Community Association (OCA)","https://www.github.com/OCA/crm","13.0.1.0.1"
"Mass Editing","Serpent Consulting Services Pvt. Ltd., Tecnativa, GRAP, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.2.0"
"Correo masivo en iniciativas / oportunidades","Odoo S.A.",,"13.0.1.0"
"Customizable unsubscription process on mass mailing emails","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.2.0.0"
"Allow to unsubscribe discretely from an event","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Correos electrónicos masivos para los asistentes","Odoo S.A.",,"13.0.1.0"
"Mass mailing event","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Evento Asistentes de Marketing por SMS","Odoo S.A.",,"13.0.1.0"
"Correos electrónicos masivos para los ponentes de la sesión","Odoo S.A.",,"13.0.1.0"
"Bocinas para grabaciones en marketing por SMS","Odoo S.A.",,"13.0.1.0"
"Dynamic Mass Mailing Lists","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.1"
"Link partners with mass-mailing","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.1.2"
"Resend mass mailings","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Correos masivos en ordenes de compra","Odoo S.A.",,"13.0.1.0"
"Correo masivo en los miembros del curso","Odoo S.A.",,"13.0.1.0"
"Marketing por SMS","Odoo S.A.",,"13.0.1.0"
"Mass Operation Abstract","GRAP, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.1.2"
"Socios","Odoo S.A.","https://www.odoo.com/page/community-builder","13.0.1.0"
"Message Popup","Ganar Ganar","https://github.com/ganarganar/saas-odoo","13.0.1.0.0"
"Microsoft Outlook","Odoo S.A.",,"13.0.1.0"
"MIS Builder","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/mis-builder","13.0.4.0.4"
"MIS Builder Budget","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/mis-builder","13.0.4.0.2"
"MIS Builder Cash Flow","ADHOC SA, Odoo Community Association (OCA)","https://github.com/OCA/mis-builder","13.0.1.1.0"
"MIS Builder Demo","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/mis-builder","13.0.3.1.2"
"Model Serializer","Wakari, Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.1.0.0"
"Module Analysis","GRAP, Odoo Community Association (OCA)","https://github.com/OCA/server-tools/","13.0.1.1.0"
"Module Auto Update","LasLabs, Juan José Scarafía, Tecnativa, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Contabilidad - MRP","Odoo S.A.","https://www.odoo.com/page/manufacturing","13.0.1.0"
"Analytic for manufacturing","ForgeFlow, Antiun Ingeniería, Serv. Tecnol. Avanzados - Pedro M. Baeza, José L. Sandoval A., Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.0"
"mrp_subcontracting","Odoo S.A.","https://www.odoo.com/page/manufacturing","13.0.0.1"
"Gerencia de subcontratos con Valuación de inventarios","Odoo S.A.",,"13.0.0.1"
"Administración de Dropship y Sub-contratación","Odoo S.A.",,"13.0.0.1"
"Multi-Steps Wizards","Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.1.2"
"Pad de memorandos","Odoo S.A.",,"13.0.0.1"
"Programa de referidos Odoo","Odoo S.A.",,"13.0.1.0"
"Odoo referral program bridge with portal (Deprecated)","Odoo S.A.",,"13.0.0.1"
"Onchange Helper","Akretion,Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Packaging UOM","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/product-attribute","13.0.1.0.4"
"Pads colaborativos","Odoo S.A.",,"13.0.2.0"
"Pad en las tareas","Odoo S.A.",,"13.0.1.0"
"Street3 in addresses","Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner address in two lines","Camptocamp,Odoo Community Association (OCA)","http://github.com/OCA/partner-contact","13.0.1.0.1"
"Partner Affiliates","Camptocamp, Tecnativa, brain-tec AG, Onestein, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.1.0"
"Autocompletado de empresa","Odoo SA",,"13.0.1.0"
"Extensión de autocompletado de empresa para la dirección extendida","Odoo SA",,"13.0.1.0"
"Partner Bank Active","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Bank Sort Code","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.1"
"Partners Capital","Antiun Ingeniería S.L., Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.1"
"Partner CoC","Onestein,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact/","13.0.1.0.0"
"Partner Company Group","Camptocamp SA, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.3.0"
"Partner Company Type","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner contact access link","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Contact address default","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.1.0"
"Contact's Age Range","Druidoo, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Contact's birthdate","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.2.0.0"
"Partner Contact Department","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Contact gender","Grupo ESOC, Tecnativa, Odoo Community Association (OCA)","https://github.com/oca/partner-contact","13.0.1.0.0"
"Contacts in several partners","Nicolas JEUDY, Odoo Community Association (OCA),Odoo SA","https://github.com/OCA/partner-contact","13.0.1.1.0"
"Partner Job Position","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Manage language in contacts","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact/","13.0.1.0.0"
"Contact nationality","Grupo ESOC, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Personal information page for contacts","Nicolas JEUDY,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner contact sale info propagation","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.1.0.1"
"Partner Data VIES Populator","NextERP Romania,Forest and Biomass Romania,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Deduplicate Contacts ACL","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Deduplicate Contacts by reference","Tecnativa, Odoo Community Association (OCA)","https://www.github.com/OCA/partner-contact","13.0.1.0.0"
"Deduplicate Contacts by Website","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.1"
"Exclude records from the deduplication","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Disable Gravatar","Akretion, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Email Format Checker","Komit, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.1.0"
"Employee quantity in partners","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Link partner to events","Tecnativa,Odoo Community Association (OCA)","https://www.tecnativa.com","13.0.1.0.1"
"Partner External Maps","Akretion, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.1.0"
"Partner fax","Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.1.0"
"Partner first name and last name","Camptocamp, Grupo ESOC Ingeniería de Servicios, Tecnativa, LasLabs, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.2"
"Partner Identification Numbers","ChriCar Beteiligungs- und Beratungs- GmbH,Tecnativa,Camptocamp,ACSONE SA/NV,LasLabs,Onestein,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.2.0"
"Partner Identification Gln","Acsone S.A.,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Identification Numbers Unique By Category","Camptocamp SA, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Industry Secondary","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Iterative Archive","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner labels","Therp BV,Odoo Community Association (OCA)",,"13.0.1.0.0"
"Partner Manual Rank","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.1"
"Partner multi-company","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/multi-company","13.0.1.0.0"
"Partner Relations","Therp BV,Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.1.0"
"Partner Phone Number Extension","Savoir-faire Linux, ForgeFlow, Serpent Consulting Services Pvt. Ltd., Odoo Community Association (OCA)"," https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner phonecalls schedule","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner pricelist search","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Priority","Patrick Wilson, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner Prospect","AvanzOSC, Serv. Tecnol. Avanzados - Pedro M. Baeza,Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.1.0.0"
"Partner unique reference","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact/","13.0.1.0.0"
"Partner Sale Pivot","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/sale-workflow","13.0.1.1.0"
"Partner Sales ABC","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Partner second last name","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.2.0.0"
"Partner State","ADHOC SA, Odoo Community Association (OCA)","www.adhoc.com.ar","13.0.1.0.0"
"Partner Statement","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/account-financial-reporting","13.0.1.3.0"
"Partner Time to Pay","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/account-invoice-reporting","13.0.1.0.0"
"Partner timezone","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Partner VAT Unique","Grant Thornton S.L.P, Odoo Community Association (OCA)","https://github.com/OCA/partner-contact","13.0.1.0.0"
"Password Security","LasLabs, Kaushal Prajapati, Tecnativa, initOS GmbH, Omar Nasr, Odoo Community Association (OCA)","https://github.com/OCA/server-auth","13.0.1.0.0"
"Método de pago","Odoo S.A.",,"13.0.1.0"
"Medio de pago Adyen","Odoo S.A.",,"13.0.1.0"
"Método de pago Alipay","Odoo S.A.",,"13.0.1.0"
"Medio de pago Authorize.Net","Odoo S.A.",,"13.0.1.0"
"Medio de pago Buckaroo","Odoo S.A.",,"13.0.1.0"
"Payment Acquirers' configuration with server_environment","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-env","13.0.1.0.0"
"Método de Pago Ingenico","Odoo S.A.",,"13.0.1.0"
"Medio de pago Paypal","Odoo S.A.",,"13.0.1.0"
"Método de pago PayuLatam","Odoo S.A.",,"13.0.1.0"
"Medio de pago PayuMoney","Odoo S.A.",,"13.0.1.0"
"Adquiriente de pagos para débitos directos SEPA","Odoo S.A.",,"13.0.1.0"
"Worldline SIPS","Eezee-It",,"13.0.1.0"
"Método de pago Stripe","Odoo S.A.",,"13.0.1.0"
"Stripe Payment Acquirer","Odoo S.A.",,"13.0.1.0"
"Probar el adquiriente de pagos","Odoo S.A.",,"13.0.1.0"
"TodoPago Payment Acquirer","Moldeo Interactive - www.moldeo.coop,ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Medio de pago por transferencia","Odoo S.A.",,"13.0.1.0"
"Remove Odoo Branding from Website","TAKOBI, Odoo Community Association (OCA)","https://github.com/OCA/server-brand","13.0.1.0.0"
"Portal Partner Block Data Edit","Tecnativa,Odoo Community Association (OCA)","https://www.github.com/OCA/partner-contact","13.0.1.0.1"
"Portal Partner Select All","Tecnativa, Odoo Community Association (OCA)","https://www.github.com/OCA/partner-contact","13.0.1.0.1"
"Portal Distributor Sale","ADHOC SA, Odoo Community Association (OCA)","www.adhoc.com.ar","13.0.1.8.0"
"Portal Distributor MRP","ADHOC SA","www.adhoc.com.ar","13.0.1.1.0"
"Portal Distributor Website Sale","ADHOC SA, Odoo Community Association (OCA)","www.adhoc.com.ar","13.0.1.0.0"
"Portal Sale Personal Data Only","Tecnativa,Odoo Community Association (OCA)","https://www.github.com/OCA/sale-workflow","13.0.1.1.0"
"POS Analytic Config","ACSONE SA/NV, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/account-analytic","13.0.1.0.1"
"pos_cache","Odoo S.A.",,"13.0.1.0"
"POS Cashier Select","IT-Projects LLC, Artyom Losev","https://apps.odoo.com/apps/modules/13.0/pos_cashier_select/","13.0.1.0.2"
"Point Of Sale Debranding","Ganar Ganar","https://github.com/ganarganar/pos","13.0.1.0.1"
"POS: Prepaid credits","IT-Projects LLC, Ivan Yelizariev","https://github.com/itpp-labs/pos-addons","13.0.5.3.5"
